Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer_Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit_Margin,order_year,order_month
40,US-2020-146591,2020-01-19,2020-01-20,First Class,TS-21340,toby swindell,Consumer,United States,Scottsdale,Arizona,85254,West,FUR-BO-10001972,Furniture,Bookcases,o'sullivan 4-shelf bookcase in odessa pine,181.47000000000003,5,0.7,-320.597,-1.7666666666666664,2020,1
41,US-2020-146591,2020-01-19,2020-01-20,First Class,TS-21340,toby swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-BI-10003676,Office Supplies,Binders,"gbc standard recycled report covers, clear plastic sheets",32.34,10,0.7,-23.716,-0.7333333333333333,2020,1
42,US-2020-146591,2020-01-19,2020-01-20,First Class,TS-21340,toby swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002504,Office Supplies,Envelopes,"tyvek  top-opening peel & seel envelopes, plain white",108.72,5,0.2,36.693,0.33749999999999997,2020,1
43,US-2020-146591,2020-01-19,2020-01-20,First Class,TS-21340,toby swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-PA-10000659,Office Supplies,Paper,"tops carbonless receipt book, four 2-3/4 x 7-1/4 money receipts per page",56.064,4,0.2,19.6224,0.35,2020,1
44,US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,hunter lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-CH-10002331,Furniture,Chairs,hon 4700 series mobuis mid-back task chairs with adjustable arms,1067.94,3,0.0,224.2673999999999,0.20999999999999988,2020,1
45,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,xylona preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002268,Furniture,Furnishings,ultra door push plate,14.73,3,0.0,4.860899999999999,0.3299999999999999,2020,1
46,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,xylona preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002918,Furniture,Furnishings,eldon clustermat chair mat with cordless antistatic protection,272.94,3,0.0,30.02340000000001,0.11000000000000004,2020,1
47,US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,hunter lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-FU-10003194,Furniture,Furnishings,"eldon expressions desk accessory, wood pencil holder, oak",38.6,4,0.0,11.579999999999998,0.29999999999999993,2020,1
48,US-2020-148614,2020-01-20,2020-01-25,Standard Class,MV-17485,mark van huff,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10003194,Furniture,Furnishings,"eldon expressions desk accessory, wood pencil holder, oak",19.3,2,0.0,5.789999999999999,0.29999999999999993,2020,1
49,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,xylona preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-AP-10002311,Office Supplies,Appliances,"holmes replacement filter for hepa air cleaner, very large room, hepa filter",247.716,4,0.1,93.58160000000001,0.3777777777777778,2020,1
50,US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,hunter lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10002375,Office Supplies,Art,newell 351,22.959999999999997,7,0.0,6.658399999999997,0.28999999999999987,2020,1
51,US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,hunter lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10003811,Office Supplies,Art,newell 327,6.63,3,0.0,1.7901,0.27,2020,1
52,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,xylona preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-AR-10004456,Office Supplies,Art,panasonic kp-4abk battery-operated pencil sharpener,43.92,3,0.0,12.736799999999999,0.29,2020,1
53,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,xylona preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-BI-10000605,Office Supplies,Binders,"acco pressboard covers with storage hooks, 9 1/2"" x 11"", executive red",19.05,5,0.0,8.953499999999998,0.46999999999999986,2020,1
54,US-2020-147774,2020-01-20,2020-01-26,Standard Class,MM-18280,muhammed macintyre,Corporate,United States,Smyrna,Tennessee,37167,South,OFF-BI-10003091,Office Supplies,Binders,gbc docubind tl200 manual binding machine,67.194,1,0.7,-51.515399999999985,-0.7666666666666664,2020,1
55,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,xylona preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-BI-10004364,Office Supplies,Binders,storex dura pro binders,29.700000000000003,5,0.0,13.365,0.44999999999999996,2020,1
56,US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,hunter lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-EN-10001539,Office Supplies,Envelopes,staple envelope,23.34,3,0.0,10.9698,0.47,2020,1
57,US-2020-148614,2020-01-20,2020-01-25,Standard Class,MV-17485,mark van huff,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002893,Office Supplies,Paper,"wirebound service call books, 5 1/2"" x 4""",19.36,2,0.0,9.2928,0.48,2020,1
58,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,xylona preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10000760,Office Supplies,Storage,eldon fold 'n roll cart system,13.98,1,0.0,4.0542,0.29,2020,1
59,US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,xylona preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10003123,Office Supplies,Storage,fellowes bases and tops for staxonsteel/high-stak systems,66.58,2,0.0,15.979199999999999,0.24,2020,1
60,US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,hunter lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10001061,Technology,Phones,apple iphone 5c,699.93,7,0.0,181.9818,0.26,2020,1
61,US-2020-110422,2020-01-21,2020-01-23,Second Class,TB-21400,tom boeckenhauer,Consumer,United States,Miami,Florida,33180,South,FUR-FU-10001889,Furniture,Furnishings,ultra door pull handle,25.248,3,0.2,4.102799999999999,0.16249999999999998,2020,1
62,CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,jane waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10001025,Furniture,Furnishings,"eldon imàge series desk accessories, clear",24.3,5,0.0,10.45,0.43004115226337447,2020,1
63,CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,jane waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10002445,Furniture,Furnishings,"dax two-tone rosewood/black document frame, desktop, 5 x 7",9.48,1,0.0,3.79,0.399789029535865,2020,1
64,CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,jane waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10002960,Furniture,Furnishings,"eldon 200 class desk accessories, burgundy",31.4,5,0.0,13.19,0.42006369426751594,2020,1
65,CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,jane waco,Corporate,Canada,Toronto,Ontario,M7A,East,OFF-PA-10002689,Office Supplies,Paper,weyerhaeuser first choice laser/copy paper (20lb. and 88 bright),6.48,1,0.0,3.11,0.47993827160493824,2020,1
66,CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,jane waco,Corporate,Canada,Toronto,Ontario,M7A,East,TEC-PH-10001300,Technology,Phones,"ikross bluetooth portable keyboard + cell phone stand holder + brush for apple iphone 5s 5c 5, 4s 4",209.5,10,0.0,58.66,0.27999999999999997,2020,1
67,US-2020-146997,2020-01-23,2020-01-27,Standard Class,SG-20605,speros goranitis,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-FA-10003467,Office Supplies,Fasteners,"alliance big bands rubber bands, 12/pack",5.9399999999999995,3,0.0,0.0,0.0,2020,1
68,US-2020-102645,2020-01-23,2020-01-28,Standard Class,IM-15055,ionia mcgrath,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-PA-10001804,Office Supplies,Paper,xerox 195,40.08,6,0.0,19.2384,0.48,2020,1
69,US-2020-167997,2020-01-26,2020-01-29,First Class,CA-11965,carol adams,Corporate,United States,Rapid City,South Dakota,57701,Central,FUR-BO-10004409,Furniture,Bookcases,"safco value mate series steel bookcases, baked enamel finish on steel, gray",141.96,2,0.0,39.7488,0.28,2020,1
70,US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,shirley daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10001847,Furniture,Furnishings,eldon image series black desk accessories,12.419999999999998,3,0.0,4.4712,0.36000000000000004,2020,1
71,US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,shirley daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,Furniture,Furnishings,"ge general use halogen bulbs, 100 watts, 1 bulb per pack",62.82000000000001,3,0.0,30.7818,0.48999999999999994,2020,1
72,US-2020-167997,2020-01-26,2020-01-29,First Class,CA-11965,carol adams,Corporate,United States,Rapid City,South Dakota,57701,Central,OFF-BI-10001758,Office Supplies,Binders,wilson jones 14 line acrylic coated pressboard data binders,10.68,2,0.0,5.0196,0.47,2020,1
73,US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,shirley daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10000380,Office Supplies,Paper,"rediform incoming/outgoing call register, 11"" x 8 1/2"", 100 messages",16.68,2,0.0,8.34,0.5,2020,1
74,US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,shirley daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10003072,Office Supplies,Paper,"eureka recycled copy paper 8 1/2"" x 11"", ream",19.44,3,0.0,9.3312,0.48000000000000004,2020,1
75,US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,shirley daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-ST-10004337,Office Supplies,Storage,"safco commercial wire shelving, 72h",489.92,8,0.0,0.0,0.0,2020,1
76,US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,shirley daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10002103,Technology,Phones,jabra speak 410,187.98,2,0.0,52.6344,0.28,2020,1
77,US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,shirley daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10004833,Technology,Phones,macally suction cup mount,155.35,13,0.0,0.0,0.0,2020,1
78,US-2020-117163,2020-01-27,2020-02-02,Standard Class,EJ-13720,ed jacobs,Consumer,United States,San Diego,California,92037,West,FUR-TA-10003469,Furniture,Tables,balt split level computer training table,333.0,3,0.2,-16.64999999999999,-0.049999999999999975,2020,1
79,US-2020-117163,2020-01-27,2020-02-02,Standard Class,EJ-13720,ed jacobs,Consumer,United States,San Diego,California,92037,West,OFF-AR-10003179,Office Supplies,Art,dixon ticonderoga core-lock colored pencils,36.44,4,0.0,12.025199999999998,0.32999999999999996,2020,1
80,US-2020-117163,2020-01-27,2020-02-02,Standard Class,EJ-13720,ed jacobs,Consumer,United States,San Diego,California,92037,West,OFF-ST-10003692,Office Supplies,Storage,recycled steel personal file for hanging file folders,57.23,1,0.0,14.307499999999997,0.24999999999999997,2020,1
81,US-2020-100328,2020-01-28,2020-02-03,Standard Class,JC-15340,jasper cacioppo,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000343,Office Supplies,Binders,"pressboard covers with storage hooks, 9 1/2"" x 11"", light blue",3.9280000000000004,1,0.2,1.3256999999999999,0.3374999999999999,2020,1
82,US-2020-134103,2020-01-30,2020-02-04,Standard Class,MV-18190,mike vittorini,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10001204,Office Supplies,Paper,xerox 1972,10.56,2,0.0,4.752,0.44999999999999996,2020,1
83,US-2020-134103,2020-01-30,2020-02-04,Standard Class,MV-18190,mike vittorini,Consumer,United States,Detroit,Michigan,48234,Central,OFF-ST-10000991,Office Supplies,Storage,space solutions hd industrial steel shelving.,229.94,2,0.0,6.898200000000003,0.030000000000000013,2020,1
84,US-2020-115161,2020-01-31,2020-02-02,First Class,LC-17050,liz carlisle,Consumer,United States,Mission Viejo,California,92691,West,FUR-BO-10003966,Furniture,Bookcases,"sauder facets collection library, sky alder finish",290.666,2,0.15,3.4195999999999884,0.011764705882352901,2020,1
85,US-2020-140795,2020-02-01,2020-02-03,First Class,BD-11500,bradley drucker,Consumer,United States,Green Bay,Wisconsin,54302,Central,TEC-AC-10001432,Technology,Accessories,enermax aurora lite keyboard,468.90000000000003,6,0.0,206.31600000000006,0.4400000000000001,2020,2
86,US-2020-123400,2020-02-02,2020-02-09,Standard Class,EB-13930,eric barreto,Consumer,United States,Saint Petersburg,Florida,33710,South,OFF-BI-10000666,Office Supplies,Binders,surelock post binders,18.336000000000002,2,0.7,-12.224,-0.6666666666666666,2020,2
87,US-2020-139857,2020-02-02,2020-02-06,Standard Class,CD-12790,cynthia delaney,Home Office,United States,San Diego,California,92037,West,OFF-FA-10001843,Office Supplies,Fasteners,staples,12.350000000000001,5,0.0,5.8045,0.4699999999999999,2020,2
88,US-2020-123400,2020-02-02,2020-02-09,Standard Class,EB-13930,eric barreto,Consumer,United States,Saint Petersburg,Florida,33710,South,TEC-PH-10002890,Technology,Phones,at&t 17929 lendline telephone,180.96,5,0.2,13.571999999999996,0.07499999999999997,2020,2
89,US-2020-111059,2020-02-03,2020-02-06,Second Class,TB-21400,tom boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10002827,Office Supplies,Binders,avery durable poly binders,13.272000000000002,3,0.2,4.3134,0.3249999999999999,2020,2
90,US-2020-111059,2020-02-03,2020-02-06,Second Class,TB-21400,tom boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004593,Office Supplies,Binders,ibico laser imprintable binding system covers,83.84,2,0.2,27.247999999999998,0.32499999999999996,2020,2
91,US-2020-104808,2020-02-04,2020-02-08,Second Class,MH-17440,mark haberlin,Corporate,United States,Escondido,California,92025,West,OFF-BI-10003676,Office Supplies,Binders,"gbc standard recycled report covers, clear plastic sheets",17.248,2,0.2,6.036799999999999,0.3499999999999999,2020,2
92,US-2020-107181,2020-02-04,2020-02-08,Standard Class,DB-13270,deborah brumfield,Home Office,United States,San Diego,California,92024,West,OFF-BI-10004230,Office Supplies,Binders,gbc recycled grain textured covers,82.896,3,0.2,29.0136,0.35,2020,2
93,US-2020-107181,2020-02-04,2020-02-08,Standard Class,DB-13270,deborah brumfield,Home Office,United States,San Diego,California,92024,West,OFF-PA-10000350,Office Supplies,Paper,"message book, standard line ""while you were out"", 5 1/2"" x 4"", 200 sets/book",34.24,4,0.0,16.0928,0.47,2020,2
94,US-2020-108182,2020-02-06,2020-02-10,Second Class,DL-13315,delfina latchford,Consumer,United States,Romeoville,Illinois,60441,Central,OFF-BI-10001196,Office Supplies,Binders,"avery flip-chart easel binder, black",8.951999999999998,2,0.8,-14.770800000000001,-1.6500000000000006,2020,2
95,US-2020-131905,2020-02-06,2020-02-09,First Class,ND-18460,neil ducich,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-LA-10002787,Office Supplies,Labels,avery 480,15.0,4,0.0,7.199999999999999,0.4799999999999999,2020,2
96,US-2020-131905,2020-02-06,2020-02-09,First Class,ND-18460,neil ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10001615,Technology,Phones,at&t cl82213,144.95,5,0.0,42.035499999999985,0.2899999999999999,2020,2
97,US-2020-131905,2020-02-06,2020-02-09,First Class,ND-18460,neil ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10003645,Technology,Phones,aastra 57i voip phone,161.61,1,0.0,42.018600000000006,0.26,2020,2
98,US-2020-169390,2020-02-07,2020-02-10,Second Class,CS-12250,chris selesnick,Corporate,United States,New York City,New York,10024,East,OFF-ST-10001558,Office Supplies,Storage,acco perma 4000 stacking storage drawers,64.96,4,0.0,9.744,0.15000000000000002,2020,2
99,US-2020-107755,2020-02-07,2020-02-12,Standard Class,CK-12760,cyma kinney,Corporate,United States,Linden,New Jersey,07036,East,TEC-AC-10000710,Technology,Accessories,maxell dvd-ram discs,115.36,7,0.0,49.60480000000001,0.4300000000000001,2020,2
100,US-2020-125759,2020-02-08,2020-02-09,First Class,NM-18445,nathan mautz,Home Office,United States,North Las Vegas,Nevada,89031,West,FUR-FU-10002111,Furniture,Furnishings,"master caster door stop, large brown",14.56,2,0.0,5.5328,0.38,2020,2
101,US-2020-168368,2020-02-11,2020-02-15,Second Class,GA-14725,guy armstrong,Consumer,United States,Columbia,Missouri,65203,Central,FUR-CH-10001146,Furniture,Chairs,"global value mid-back manager's chair, gray",60.89,1,0.0,15.222499999999997,0.24999999999999994,2020,2
